0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;
0;0;-0.112157;-0.146195;-0.169409;-0.20738;0;0;
0;0;-0.504906;-0.436992;-0.347214;-0.425954;0;0;
0;0;-0.233082;-0.292202;-0.229328;-0.30441;0;0;
0;0;-0.574191;-0.463788;-0.309186;-0.361017;0;0;
0;0;-0.592631;-0.462377;-0.283024;-0.281017;0;0;
0;0;-0.412278;-0.352198;-0.232724;-0.208335;0;0;
0;0;-0.361225;-0.365354;-0.26532;-0.234004;0;0;
0;0;-0.35507;-0.362232;-0.263248;-0.270466;0;0;
0;0;-0.203351;-0.188479;-0.192058;-0.198139;0;0;
0;0;-0.204621;-0.274679;-0.317081;-0.286834;0;0;
0;0;-0.364079;-0.404385;-0.402488;-0.376823;0;0;
0;0;-0.181821;-0.257913;-0.317331;-0.272097;0;0;
0;0;-0.214656;-0.209641;-0.28139;-0.22174;0;0;
0;0;-0.253867;-0.224196;-0.292203;-0.26067;0;0;
0;0;-0.230446;-0.200919;-0.256682;-0.224971;0;0;
0;0;-0.153751;-0.228833;-0.293939;-0.245453;0;0;
0;0;-0.239113;-0.265942;-0.319104;-0.27023;0;0;
0;0;-0.226134;-0.327673;-0.29978;-0.25444;0;0;
0;0;-0.223707;-0.269019;-0.282875;-0.23975;0;0;
0;0;-0.161269;-0.191912;-0.261829;-0.259092;0;0;
0;0;-0.299746;-0.0955692;-0.212415;-0.185917;0;0;
0;0;-0.33904;-0.1206;-0.236862;-0.253705;0;0;
0;0;-0.557856;-0.344446;-0.520452;-0.563502;0;0;
0;0;-0.453662;-0.395281;-0.468843;-0.519926;0;0;
0;0;-0.468753;-0.458887;-0.487324;-0.533744;0;0;
0;0;-0.374722;-0.379622;-0.383474;-0.370125;0;0;
0;0;-0.258554;-0.286875;-0.290235;-0.32157;0;0;
0;0;-0.213279;-0.209784;-0.194667;-0.230991;0;0;
0;0;-0.207899;-0.199603;-0.18477;-0.202445;0;0;
0;0;-0.209189;-0.20434;-0.195024;-0.219949;0;0;
0;0;-0.422801;-0.42877;-0.404913;-0.437435;0;0;
0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;
0;0;0.407993;0.419751;0.419852;0.366688;0;0;
0;0;0.442848;0.447594;0.436769;0.390071;0;0;
0;0;0.447977;0.457625;0.438904;0.387363;0;0;
0;0;0.463544;0.467174;0.453706;0.402887;0;0;
0;0;0.457293;0.453244;0.446679;0.38886;0;0;
0;0;0.423049;0.423613;0.423673;0.411031;0;0;
0;0;0.40719;0.415107;0.411244;0.418841;0;0;
0;0;0.367272;0.358564;0.363089;0.348012;0;0;
0;0;0.352682;0.332462;0.324242;0.289918;0;0;
0;0;0.33187;0.325826;0.313803;0.293304;0;0;
0;0;0.308604;0.298217;0.288258;0.240265;0;0;
0;0;0.267308;0.244565;0.233018;0.0634343;0;0;
0;0;0.27464;0.261656;0.235807;0.07821;0;0;
0;0;0.278117;0.263933;0.233759;0.0521539;0;0;
0;0;0.287234;0.276292;0.227337;0.123671;0;0;
0;0;0.316105;0.310656;0.24637;0.142785;0;0;
0;0;0.365656;0.370644;0.286814;0.231151;0;0;
0;0;0.394369;0.40635;0.309889;0.265117;0;0;
0;0;0.426095;0.430972;0.316344;0.233194;0;0;
0;0;0.458933;0.45557;0.334383;0.151281;0;0;
0;0;0.478123;0.472744;0.343809;0.13587;0;0;
0;0;0.492322;0.482625;0.359959;0.0860662;0;0;
0;0;0.508844;0.506051;0.378995;0.143778;0;0;
0;0;0.484602;0.495032;0.39975;0.312682;0;0;
0;0;0.455328;0.480402;0.418379;0.439593;0;0;
0;0;0.418209;0.449744;0.420839;0.431295;0;0;
0;0;0.384351;0.417844;0.388794;0.541207;0;0;
0;0;0.344896;0.362895;0.16603;0.315449;0;0;
0;0;0.340098;0.366122;0.200352;0.279745;0;0;
0;0;0.342262;0.371394;0.140197;0.258104;0;0;
0;0;0.40643;0.561224;0.170986;0.251208;0;0;
0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;
